marker,minimum_calls,analysis_role,country,site,time_group,n_calls,mean_year_ce,publication,h_U,h_H,h_T,h_HV,h_J,h_C,h_D,h_W,h_A,h_I,h_R,h_Other,h_F,h_K,h_N,h_G,h_M,p_U,p_H,p_T,p_HV,p_J,p_C,p_D,p_W,p_A,p_I,p_R,p_Other,p_F,p_K,p_N,p_G,p_M,h_Q,h_Basal/unresolved,h_E,h_L,p_Q,p_Basal/unresolved,p_E,p_L
mtDNA,2,revised primary,Kyrgyzstan,SITE0102,B2 2500-1801 BCE,2,-2061.0,STUDY012,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0105,B4 900-201 BCE,2,-497.5,STUDY007,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0106,B5 200 BCE-300 CE,2,232.5,STUDY004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0107,B5 200 BCE-300 CE,3,186.33333333333334,STUDY004,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0107,B6 301-650 CE,2,338.5,STUDY004,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0108,B8 1001-1500 CE,3,1323.0,STUDY014,0.0,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0112,B6 301-650 CE,10,433.8,STUDY004,0.31622776601683794,0.5477225575051661,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.31622776601683794,0.4472135954999579,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0113,B5 200 BCE-300 CE,3,-141.33333333333334,STUDY004,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0114,B8 1001-1500 CE,4,1174.0,STUDY004,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0115,B4 900-201 BCE,5,-312.0,STUDY004,0.6324555320336759,0.6324555320336759,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0115,B5 200 BCE-300 CE,2,-69.5,STUDY004,0.0,0.0,0.0,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Kyrgyzstan,SITE0115,B6 301-650 CE,2,417.0,STUDY004,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,
mtDNA,2,revised primary,Tajikistan,SITE0117,B3 1800-901 BCE,3,-1517.3333333333333,STUDY012,0.5773502691896257,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Tajikistan,SITE0119,B5 200 BCE-300 CE,5,-59.0,STUDY012,0.7745966692414834,0.4472135954999579,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Turkmenistan,SITE0121,B1 3500-2501 BCE,24,-3087.2083333333335,STUDY005|STUDY012,0.3535533905932738,0.3535533905932738,0.28867513459481287,0.408248290463863,0.5,0.0,0.0,0.0,0.0,0.45643546458763845,0.2041241452319315,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.20833333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Turkmenistan,SITE0122,B2 2500-1801 BCE,44,-2070.5,STUDY012,0.3988620176087328,0.26111648393354675,0.337099931231621,0.45226701686664544,0.30151134457776363,0.0,0.0,0.3988620176087328,0.0,0.15075567228888181,0.30151134457776363,0.0,0.0,0.0,0.26111648393354675,0.0,0.15075567228888181,0.1590909090909091,0.06818181818181818,0.11363636363636363,0.20454545454545456,0.09090909090909091,0.0,0.0,0.1590909090909091,0.0,0.022727272727272728,0.09090909090909091,0.0,0.0,0.0,0.06818181818181818,0.0,0.022727272727272728,,,,,,,,
mtDNA,2,revised primary,Turkmenistan,SITE0124,B1 3500-2501 BCE,5,-3038.6,STUDY001|STUDY012,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Turkmenistan,SITE0124,B3 1800-901 BCE,2,-1375.0,STUDY012,0.0,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Turkmenistan,SITE0127,B1 3500-2501 BCE,3,-3500.0,STUDY012,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Uzbekistan,SITE0129,B3 1800-901 BCE,2,-1100.0,STUDY012,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Uzbekistan,SITE0130,B3 1800-901 BCE,13,-1520.6153846153845,STUDY012,0.2773500981126146,0.3922322702763681,0.3922322702763681,0.3922322702763681,0.2773500981126146,0.0,0.0,0.2773500981126146,0.0,0.0,0.3922322702763681,0.0,0.0,0.2773500981126146,0.2773500981126146,0.0,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Uzbekistan,SITE0132,B3 1800-901 BCE,6,-1572.1666666666667,STUDY001|STUDY012,0.408248290463863,0.408248290463863,0.408248290463863,0.408248290463863,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Uzbekistan,SITE0132,B5 200 BCE-300 CE,2,200.0,STUDY012,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Uzbekistan,SITE0133,B3 1800-901 BCE,2,-1541.5,STUDY012,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Uzbekistan,SITE0134,B5 200 BCE-300 CE,21,-30.19047619047619,STUDY010,0.5345224838248488,0.4879500364742666,0.3086066999241838,0.0,0.0,0.0,0.3086066999241838,0.21821789023599236,0.0,0.0,0.0,0.3779644730092272,0.0,0.3086066999241838,0.0,0.0,0.0,0.2857142857142857,0.23809523809523808,0.09523809523809523,0.0,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,0.14285714285714285,0.0,0.09523809523809523,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Uzbekistan,SITE0135,B2 2500-1801 BCE,13,-1859.4615384615386,STUDY001|STUDY012,0.4803844614152614,0.2773500981126146,0.0,0.4803844614152614,0.3922322702763681,0.0,0.0,0.3922322702763681,0.0,0.2773500981126146,0.0,0.0,0.0,0.2773500981126146,0.0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.23076923076923078,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,,,,,,,,
mtDNA,2,revised primary,Uzbekistan,SITE0136,B6 301-650 CE,2,525.0,STUDY010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0001,B4 900-201 BCE,4,-371.0,STUDY007,0.8660254037844386,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0006,B3 1800-901 BCE,5,-1581.8,STUDY001|STUDY012,0.6324555320336759,0.0,0.4472135954999579,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0011,B4 900-201 BCE,4,-311.75,STUDY007|STUDY015,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0011,B5 200 BCE-300 CE,8,107.75,STUDY007,0.3535533905932738,0.0,0.0,0.0,0.5,0.3535533905932738,0.3535533905932738,0.0,0.3535533905932738,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0011,B6 301-650 CE,4,324.75,STUDY007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0014,B4 900-201 BCE,4,-564.0,STUDY004|STUDY007|STUDY009,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0015,B4 900-201 BCE,3,-447.3333333333333,STUDY007,0.5773502691896257,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0018,B1 3500-2501 BCE,3,-3342.0,STUDY005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0019,B7 651-1000 CE,4,939.5,STUDY004,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0023,B3 1800-901 BCE,3,-1620.3333333333333,STUDY012,0.5773502691896257,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0024,B4 900-201 BCE,3,-648.3333333333334,STUDY007,0.0,0.0,0.0,0.0,0.816496580927726,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0035,B3 1800-901 BCE,7,-1681.7142857142858,STUDY012,0.6546536707079771,0.5345224838248488,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0038,B3 1800-901 BCE,3,-1704.3333333333333,STUDY012,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0042,B4 900-201 BCE,3,-620.0,STUDY007,0.816496580927726,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0051,B4 900-201 BCE,3,-350.0,STUDY007,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0052,B3 1800-901 BCE,4,-1567.75,STUDY012,0.7071067811865476,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0056,B5 200 BCE-300 CE,5,280.0,STUDY004|STUDY007,0.4472135954999579,0.0,0.4472135954999579,0.6324555320336759,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0058,B1 3500-2501 BCE,10,-2984.0,STUDY011|STUDY012,0.6324555320336759,0.4472135954999579,0.0,0.0,0.0,0.5477225575051661,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0067,B3 1800-901 BCE,8,-1738.5,STUDY012,0.3535533905932738,0.0,0.8660254037844386,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0078,B3 1800-901 BCE,7,-1569.142857142857,STUDY012,0.6546536707079771,0.0,0.3779644730092272,0.0,0.3779644730092272,0.0,0.0,0.3779644730092272,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0085,B3 1800-901 BCE,3,-1381.0,STUDY012,0.816496580927726,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0094,B4 900-201 BCE,4,-627.75,STUDY004|STUDY007|STUDY009,0.7071067811865476,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kazakhstan,SITE0100,B3 1800-901 BCE,7,-1123.5714285714287,STUDY012,0.6546536707079771,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.3779644730092272,0.3779644730092272,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kyrgyzstan,SITE0101,B5 200 BCE-300 CE,3,250.0,STUDY007,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kyrgyzstan,SITE0107,B5 200 BCE-300 CE,3,186.33333333333334,STUDY004,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kyrgyzstan,SITE0108,B8 1001-1500 CE,3,1323.0,STUDY014,0.0,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kyrgyzstan,SITE0112,B6 301-650 CE,10,433.8,STUDY004,0.31622776601683794,0.5477225575051661,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.31622776601683794,0.4472135954999579,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,,,,,,,,
mtDNA,3,stringent sensitivity,Kyrgyzstan,SITE0113,B5 200 BCE-300 CE,3,-141.33333333333334,STUDY004,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kyrgyzstan,SITE0114,B8 1001-1500 CE,4,1174.0,STUDY004,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Kyrgyzstan,SITE0115,B4 900-201 BCE,5,-312.0,STUDY004,0.6324555320336759,0.6324555320336759,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Tajikistan,SITE0117,B3 1800-901 BCE,3,-1517.3333333333333,STUDY012,0.5773502691896257,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Tajikistan,SITE0119,B5 200 BCE-300 CE,5,-59.0,STUDY012,0.7745966692414834,0.4472135954999579,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,3,stringent sensitivity,Turkmenistan,SITE0121,B1 3500-2501 BCE,24,-3087.2083333333335,STUDY005|STUDY012,0.3535533905932738,0.3535533905932738,0.28867513459481287,0.408248290463863,0.5,0.0,0.0,0.0,0.0,0.45643546458763845,0.2041241452319315,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.20833333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
